,reaction_id,chemical_composition,surface_composition,facet,sites,coverages,reactants,products,reaction_energy,activation_energy,dft_code,dft_functional,username,pub_id,atoms_name,atoms_id,doi,equation
11,339093,Ga12,Ga,111,{'H': 'top|A'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},0.6803177945485288,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['d1e082583d8ff346bda4daf091460f74', '985aac00c457c9801b01b98873b24f9e', '814573b47b611d09d6659e4b4132373c', '6478b8d7d043dd67559ca552c2a2db4b']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
12,339125,Hf12,Hf,111,{'H': 'bridge|A_A|A'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.7420091310550276,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['6718a0c3b05c996d90054c12c19de705', '2402610c7a31037bfdd2e8c11497b0be', '814573b47b611d09d6659e4b4132373c', '5e3f480edcafe2e7070f023ae6337db6']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
13,339126,Hf12,Hf,111,{'H': 'hollow|A_A_A|FCC'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.9968748979581221,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['6718a0c3b05c996d90054c12c19de705', '2402610c7a31037bfdd2e8c11497b0be', '814573b47b611d09d6659e4b4132373c', 'e3efefcf7f22e5c21db758a5507ee7b2']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
14,339127,Hf12,Hf,111,{'H': 'hollow|A_A_A|HCP'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.9902862056578385,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['6718a0c3b05c996d90054c12c19de705', '2402610c7a31037bfdd2e8c11497b0be', '814573b47b611d09d6659e4b4132373c', '2bcfa74c7a8c47263bd558365bcaddfe']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
15,339128,Hf12,Hf,111,{'H': 'top|A'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},0.28389446304302624,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['6718a0c3b05c996d90054c12c19de705', '2402610c7a31037bfdd2e8c11497b0be', '814573b47b611d09d6659e4b4132373c', '91cecb059cea68df0eeb58d8056a9165']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
16,339163,La12,La,111,{'H': 'bridge|A_A|A'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.4177766485581458,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['8d5cfd883a891e5e6a8fff4f9b520172', 'd4a446f5b2c3aec2f2cfd42423e1ef67', '814573b47b611d09d6659e4b4132373c', 'c3ab386904911f40bf17841437dfd57a']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
17,339164,La12,La,111,{'H': 'hollow|A_A_A|FCC'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.6716289275600218,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['8d5cfd883a891e5e6a8fff4f9b520172', 'd4a446f5b2c3aec2f2cfd42423e1ef67', '814573b47b611d09d6659e4b4132373c', 'd38df3bb3418f7866087952eba6d93b8']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
18,339165,La12,La,111,{'H': 'hollow|A_A_A|HCP'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.6875738460575747,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['8d5cfd883a891e5e6a8fff4f9b520172', 'd4a446f5b2c3aec2f2cfd42423e1ef67', '814573b47b611d09d6659e4b4132373c', 'a2b2f5cfd0db19f100407b0e0d32b9e9']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
19,339166,La12,La,111,{'H': 'top|A'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},0.3872347274418928,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['8d5cfd883a891e5e6a8fff4f9b520172', 'd4a446f5b2c3aec2f2cfd42423e1ef67', '814573b47b611d09d6659e4b4132373c', '22e65e9bec36a5e40d5bb025af1a1ee4']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
20,339192,Nb12,Nb,111,{'H': 'hollow|A_A_A|FCC'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.8734871907572312,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['be58ab80270cb28ff6549894396751d1', '27e16fb5f0adc1a5df184928c52900b8', '814573b47b611d09d6659e4b4132373c', '4c8edc7ea5621f64bff574b15c3b7328']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
21,339193,Nb12,Nb,111,{'H': 'hollow|A_A_A|HCP'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.9435531028566118,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['be58ab80270cb28ff6549894396751d1', '27e16fb5f0adc1a5df184928c52900b8', '814573b47b611d09d6659e4b4132373c', 'c194935271bc0e43225c187a6c5680a8']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
22,339194,Nb12,Nb,111,{'H': 'top|A'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},0.12201489284146305,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['be58ab80270cb28ff6549894396751d1', '27e16fb5f0adc1a5df184928c52900b8', '814573b47b611d09d6659e4b4132373c', 'dcdc102275f29387b0a6da4edaed1c50']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
23,339226,Pd12,Pd,111,{'H': 'bridge|A_A|A'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.1644378484552078,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['c5affccb3fc8b5c59396b43cfa0ad5c3', '55cfe650f8a8a028ec7af6be703a6794', '814573b47b611d09d6659e4b4132373c', '7ec13dce783251438c5ef79ef96e2d69']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
24,339227,Pd12,Pd,111,{'H': 'hollow|A_A_A|FCC'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.2897280394563211,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['c5affccb3fc8b5c59396b43cfa0ad5c3', '55cfe650f8a8a028ec7af6be703a6794', '814573b47b611d09d6659e4b4132373c', 'da84618d9cae67db7b8e94904e03ef33']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
25,339228,Pd12,Pd,111,{'H': 'hollow|A_A_A|HCP'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.2516141425575995,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['c5affccb3fc8b5c59396b43cfa0ad5c3', '55cfe650f8a8a028ec7af6be703a6794', '814573b47b611d09d6659e4b4132373c', '92e5fd5dc7c56b36d91dd9ab9d8f8e1a']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
26,339229,Pd12,Pd,111,{'H': 'top|A'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},0.1325020241429513,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['c5affccb3fc8b5c59396b43cfa0ad5c3', '55cfe650f8a8a028ec7af6be703a6794', '814573b47b611d09d6659e4b4132373c', 'd817e042f40ba5d96695c37e56acfe3f']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
27,339260,Ta12,Ta,111,{'H': 'hollow|A_A_A|FCC'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.9517011436609835,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['f9b7f026c23178ec47106aa38ddbede8', 'b535a80a32bf0217b99b1b0994008b27', '814573b47b611d09d6659e4b4132373c', '5f5f942c00b46e23750985303fc60192']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
28,339261,Ta12,Ta,111,{'H': 'hollow|A_A_A|HCP'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-1.0196725954583314,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['f9b7f026c23178ec47106aa38ddbede8', 'b535a80a32bf0217b99b1b0994008b27', '814573b47b611d09d6659e4b4132373c', 'c8e22c0871bdfe64e4ffda195d3a7069']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
29,339262,Ta12,Ta,111,{'H': 'top|A'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},0.07394952073903482,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['f9b7f026c23178ec47106aa38ddbede8', 'b535a80a32bf0217b99b1b0994008b27', '814573b47b611d09d6659e4b4132373c', '411be518268d67b58de591c16a8034ed']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
30,339296,Zr12,Zr,111,{'H': 'hollow|A_A_A|FCC'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.8892865284569496,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['473070fe675fa4b6c4a7020410dd41a2', 'e5f8b9a392fa2f8e8a67c17fc465d62c', '814573b47b611d09d6659e4b4132373c', '4d1b8ff1f31c72988d0d3b6bc91d176f']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
31,339297,Zr12,Zr,111,{'H': 'hollow|A_A_A|HCP'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.9923391684578462,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['473070fe675fa4b6c4a7020410dd41a2', 'e5f8b9a392fa2f8e8a67c17fc465d62c', '814573b47b611d09d6659e4b4132373c', '89d11c5647952c8a0fcd3fdc18343ffb']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
32,339298,Zr12,Zr,111,{'H': 'top|A'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},0.30904295194252995,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['473070fe675fa4b6c4a7020410dd41a2', 'e5f8b9a392fa2f8e8a67c17fc465d62c', '814573b47b611d09d6659e4b4132373c', '821dfdd91450dcb1a460db1485d62f07']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
33,339327,W12,W,111,{'H': 'hollow|A_A_A|FCC'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.8795113830592243,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['d45ea2a006e25ee7c2f8d57830161df9', '57568c66a6598127bdb01ffd4e4d7697', '814573b47b611d09d6659e4b4132373c', 'e3b584941cfa27c08cc9b5fa7b4c35cb']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
34,339328,W12,W,111,{'H': 'hollow|A_A_A|HCP'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.8634399315587586,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['d45ea2a006e25ee7c2f8d57830161df9', '57568c66a6598127bdb01ffd4e4d7697', '814573b47b611d09d6659e4b4132373c', '9d9b75b1c24d29a01793ae2f76c33f35']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
35,339329,W12,W,111,{'H': 'top|A'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.027413156257324545,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['d45ea2a006e25ee7c2f8d57830161df9', '57568c66a6598127bdb01ffd4e4d7697', '814573b47b611d09d6659e4b4132373c', '708508a153c48d85e89873fa0341aefb']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
36,339363,Y12,Y,111,{'H': 'hollow|A_A_A|FCC'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.9701319580571806,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['daf23ad44086e87f1c6369a223f1de96', 'cacb42628662d77ae2615fe3bae94753', '814573b47b611d09d6659e4b4132373c', 'bae10086e8d6ba02462d186ed3717e95']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
37,339364,Y12,Y,111,{'H': 'hollow|A_A_A|HCP'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.902642691958107,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['daf23ad44086e87f1c6369a223f1de96', 'cacb42628662d77ae2615fe3bae94753', '814573b47b611d09d6659e4b4132373c', 'a891973fccd77bff3227a82030e75965']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
38,339365,Y12,Y,111,{'H': 'top|A'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},0.2173785482418964,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['daf23ad44086e87f1c6369a223f1de96', 'cacb42628662d77ae2615fe3bae94753', '814573b47b611d09d6659e4b4132373c', '20cede9568295f91f398ce53e4694724']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
39,339391,Zn12,Zn,111,{'H': 'bridge|A_A|A'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},0.5790694053366963,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['f497f7e661fb5b6ec9af11291d5e62ed', 'd2af8205cea2219f75fbb7dfa82e3648', '814573b47b611d09d6659e4b4132373c', '36d6d3248ac464ae35e0dcb28e0d356d']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
40,339392,Zn12,Zn,111,{'H': 'hollow|A_A_A|FCC'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},0.5527372213337287,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['f497f7e661fb5b6ec9af11291d5e62ed', 'd2af8205cea2219f75fbb7dfa82e3648', '814573b47b611d09d6659e4b4132373c', '969918cd5f1c8375bee5a8d6f3a7899c']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
41,339393,Zn12,Zn,111,{'H': 'hollow|A_A_A|HCP'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},0.5812754322332978,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['f497f7e661fb5b6ec9af11291d5e62ed', 'd2af8205cea2219f75fbb7dfa82e3648', '814573b47b611d09d6659e4b4132373c', '90c61708ba587df2612d8b250c8f9fc9']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
42,339394,Zn12,Zn,111,{'H': 'top|A'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},0.7733635842387514,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['f497f7e661fb5b6ec9af11291d5e62ed', 'd2af8205cea2219f75fbb7dfa82e3648', '814573b47b611d09d6659e4b4132373c', '487149e97d8042d56b67ccc44bd9cf20']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
43,339414,V12,V,111,{'H': 'hollow|A_A_A|FCC'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.9540719353599059,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['9a32cd099a30a46eca934034a68b3adb', 'fdfcc0fada3cd0e4bf1468f6f548f3fa', '814573b47b611d09d6659e4b4132373c', '22e6391ba95250efc696240102a826dc']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
44,339415,V12,V,111,{'H': 'hollow|A_A_A|HCP'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.9956605899596696,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['9a32cd099a30a46eca934034a68b3adb', 'fdfcc0fada3cd0e4bf1468f6f548f3fa', '814573b47b611d09d6659e4b4132373c', '76ca9a17c188984642e098d3dec4f6f1']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
45,339416,V12,V,111,{'H': 'top|A'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},0.17097769644263394,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['9a32cd099a30a46eca934034a68b3adb', 'fdfcc0fada3cd0e4bf1468f6f548f3fa', '814573b47b611d09d6659e4b4132373c', 'ee39412c1233f1453d34848d9e87e646']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
46,339452,Tc12,Tc,111,{'H': 'bridge|A_A|A'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.36883479785953455,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['32f73a6473e4b603512d442e89109aec', 'c063c002487799258ab8b07ce97d255e', '814573b47b611d09d6659e4b4132373c', '4a2cd96d5e16c613b5c7205c629bf30b']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
47,339453,Tc12,Tc,111,{'H': 'hollow|A_A_A|FCC'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.5594789777596532,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['32f73a6473e4b603512d442e89109aec', 'c063c002487799258ab8b07ce97d255e', '814573b47b611d09d6659e4b4132373c', 'a3e7b9618adec77b3711ccdca8dcf11b']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
48,339454,Tc12,Tc,111,{'H': 'hollow|A_A_A|HCP'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},-0.5387858087587745,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['32f73a6473e4b603512d442e89109aec', 'c063c002487799258ab8b07ce97d255e', '814573b47b611d09d6659e4b4132373c', 'edc5870e2cd3cfe1daf6d1715fb5fd35']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
49,339455,Tc12,Tc,111,{'H': 'top|A'},{'H': 0.25},"{'star': 1, 'H2gas': 0.5}",{'Hstar': 1},0.18111407294148307,,Quantum ESPRESSO 5.1,BEEF-vdW,winther@stanford.edu,MamunHighT2019,"['bulk', 'star', 'H2gas', 'Hstar']","['32f73a6473e4b603512d442e89109aec', 'c063c002487799258ab8b07ce97d255e', '814573b47b611d09d6659e4b4132373c', '2cc57201b48e46bf0cfaf37163bd1e7d']",10.1038/s41597-019-0080-z,0.5H2(g) + * -> H*
